科技	特斯拉推出平价车型Model 4，预计明年上市
科技	国产大模型“通义千问”开源，性能媲美GPT-4
科技	阿里通义千问全面开源，推动AI普惠发展
科技	百度文心一言4.5上线，多模态能力大幅提升
教育	2024年国考报名人数突破300万，热门岗位竞争比超5000:1
教育	国考报名人数创新高，达300万以上
教育	2024国家公务员考试报名结束，总人数超300万
教育	国考最热岗位报录比达5000:1，竞争激烈
教育	教育部推进“双减”政策，严查校外培训违规行为
教育	“双减”落地一周年，学生课业负担明显减轻
教育	985高校扩招本科生，新增人工智能等专业
教育	多所985大学宣布扩招，重点布局新兴学科
教育	考研报名人数达474万，再创历史新高
教育	2024考研人数公布，474万人角逐研究生名额
教育	职业教育法修订实施，技工待遇将全面提升
教育	新职教法施行，蓝领人才迎来春天
教育	北京中考改革：增加体育与健康权重
教育	多地中考体育分值提高，重视学生体质健康
财经	央行降准0.5个百分点，释放长期流动性超1万亿元
财经	中国人民银行宣布下调存款准备金率0.5%
财经	降准落地，央行释放超万亿资金稳经济
财经	股市大涨！沪指重回3300点，成交额破万亿
财经	A股放量上涨，沪指站上3300点关口
财经	北向资金单日净流入超200亿元，创年内新高
财经	人民币汇率升值，离岸人民币逼近7.0关口
财经	离岸人民币大涨，市场信心显著恢复
财经	阿里巴巴财报亮眼，季度营收同比增长15%
财经	阿里Q3营收超预期，云业务增速回升
财经	腾讯控股回购10亿港元股票，彰显长期信心
财经	腾讯大手笔回购，股价应声上涨
财经	宁德时代发布钠离子电池，成本降低30%
财经	宁德时代新技术突破，钠电池量产在即
家居	宜家推出智能家居系列，支持全屋语音控制
家居	宜家进军智能家电，新品支持米家/华为生态
家居	红星美凯龙双十一销售额破50亿
家居	家居巨头双十一战绩出炉，红星美凯龙领跑
家居	无印良品中国门店突破300家，加速下沉市场布局
家居	MUJI持续扩张，三线城市开店提速
家居	智能家居渗透率超40%，年轻家庭成主力
家居	扫地机器人销量翻倍，懒人经济崛起
时政	十四届全国人大二次会议在京开幕
时政	全国两会召开，代表委员共商国是
时政	政府工作报告提出GDP增长目标5%左右
时政	2024年GDP预期目标设定为5%左右
时政	外交部回应美对华芯片出口管制
时政	中方坚决反对美方科技霸凌行径
时政	中国成功发射遥感四十一号卫星
时政	长征火箭第500次发射圆满成功
游戏	《黑神话：悟空》全球销量突破1000万份
游戏	国产3A大作《黑神话》销量破千万，创历史纪录
游戏	Steam年度游戏评选，《黑神话》登顶
游戏	《原神》4.0版本上线，枫丹地图引爆玩家热情
游戏	米哈游新版本上线，《原神》在线人数破纪录
游戏	腾讯《DNF》手游首月流水超30亿
游戏	地下城与勇士手游首月收入达30亿元
彩票	双色球开出10注一等奖，单注奖金680万元
彩票	福彩双色球头奖井喷，10人同中680万
彩票	大乐透2.8亿巨奖得主现身领奖
彩票	体彩大乐透2.8亿元大奖得主低调兑奖
股票	贵州茅台股价突破2000元，市值再创新高
股票	茅台站上2000元大关，白酒板块集体走强
股票	宁德时代市值超越五粮液，成深市第一
股票	创业板指大涨3%，新能源赛道领涨
星座	本周运势：天秤座事业运强劲，有望升职加薪
星座	天秤座本周职场表现突出，领导赏识
星座	巨蟹座感情运势佳，单身者易遇正缘
星座	巨蟹本周桃花旺盛，有望脱单
社会	杭州一老人摔倒无人扶，路人拍照后离开引热议
社会	老人街头跌倒，多名路人围观未施援手
社会	深圳暴雨致地铁停运，市民被困车站
社会	极端天气袭击深圳，公共交通大面积瘫痪
时尚	巴黎时装周落幕，中国设计师品牌闪耀T台
时尚	国潮崛起！中国设计亮相巴黎时装周
时尚	LV发布2024秋冬系列，环保材料成亮点
时尚	奢侈品巨头拥抱可持续时尚
房产	一线城市房价环比止跌，楼市现回暖迹象
房产	北上广深房价企稳，二手房成交量回升
房产	保障性租赁住房建设加速，今年计划筹建200万套
房产	住建部：加大保障房供给，解决新市民住房问题
